%USGS SPCMSC mean beach slope derived from lidar surveys from 1999 to 2017, dunes from 2016 and 2017 in LMSL, ver 1 Compiled 7/23/19 
%iso_lon %iso_lat %sl_lon %sl_lat %slope %95_up %95_low  dhigh   dlow month year
278.933 29.4140 278.908 29.4033 0.1101 0.1386 0.0815 5.8969 3.5371  9 2017
278.932 29.4182 278.906 29.4075 0.1068 0.1329 0.0807 6.1655 3.3428  9 2017
278.930 29.4225 278.904 29.4115 0.1025 0.1371 0.0680 5.9628 3.1266  9 2017
278.929 29.4268 278.902 29.4157 0.1036 0.1548 0.0524 6.1001 3.2763  9 2017
278.927 29.4311 278.900 29.4199 0.1259 0.1788 0.0731 6.1594 3.1702  9 2017
278.925 29.4354 278.898 29.4241 0.1115 0.1421 0.0808 5.5746 3.2577  9 2017
278.924 29.4397 278.896 29.4283 0.1053 0.1349 0.0757 5.0012 2.9789  9 2017
278.922 29.4440 278.895 29.4324 0.1081 0.1420 0.0743 5.5170 3.3693  9 2017
278.921 29.4483 278.893 29.4365 0.1096 0.1332 0.0861 5.8845 3.3376  9 2017
278.919 29.4526 278.891 29.4405 0.1142 0.1294 0.0991 6.0495 3.3748  9 2017
278.918 29.4569 278.889 29.4444 0.1150 0.1476 0.0824 5.8217 2.9228  9 2017
278.916 29.4612 278.887 29.4486 0.1167 0.1548 0.0785 5.6496 3.3230  9 2017
278.914 29.4655 278.885 29.4527 0.1010 0.1239 0.0781 5.6076 3.2571  9 2017
278.913 29.4698 278.884 29.4568 0.1156 0.1829 0.0482 5.8048 3.1278  9 2017
278.911 29.4740 278.882 29.4610 0.1243 0.1849 0.0638 5.6012 3.2584  9 2017
278.909 29.4783 278.880 29.4651 0.1371 0.2151 0.0591 5.5227 2.7588  9 2017
278.908 29.4826 278.878 29.4692 0.1439 0.1875 0.1003 5.2757 3.1572  9 2017
278.906 29.4868 278.876 29.4733 0.1481 0.2256 0.0706 5.5076 3.2367  9 2017
278.904 29.4911 278.874 29.4774 0.0998 0.1316 0.0680 5.5319 3.1991  9 2017
278.903 29.4954 278.872 29.4816 0.0973 0.1125 0.0821 5.5015 3.0471  9 2017
278.901 29.4996 278.870 29.4856 0.0907 0.1142 0.0671 5.8752 3.3425  9 2017
278.899 29.5038 278.868 29.4896 0.1012 0.1321 0.0703 6.6150 3.4183  9 2017
278.897 29.5080 278.866 29.4938 0.1043 0.1379 0.0708 6.2708 3.6025  9 2017
278.895 29.5123 278.864 29.4978 0.1136 0.1557 0.0714 6.3509 3.6820  9 2017
278.893 29.5164 278.862 29.5020 0.1105 0.1303 0.0906 6.4393 3.4771  9 2017
278.891 29.5205 278.860 29.5060 0.1131 0.1383 0.0878 7.0163 3.3212  9 2017
278.889 29.5247 278.858 29.5100 0.1041 0.1211 0.0871 6.1376 3.6663  9 2017
278.887 29.5288 278.856 29.5141 0.0987 0.1280 0.0694 6.6201 3.4551  9 2017
278.885 29.5328 278.854 29.5180 0.1116 0.1245 0.0987 6.0624 3.5607  9 2017
278.882 29.5368 278.852 29.5222 0.1273 0.1434 0.1113 5.0942 3.0492  9 2017
278.880 29.5409 278.850 29.5262 0.1141 0.1559 0.0723 5.5609 3.4254  9 2017
278.878 29.5449 278.848 29.5303 0.1156 0.1469 0.0842 6.6209 3.5783  9 2017
278.875 29.5489 278.846 29.5344 0.1001 0.1075 0.0926 5.4645 3.2066  9 2017
278.873 29.5529 278.844 29.5385 0.1133 0.1444 0.0823 6.4488 3.4275  9 2017
278.871 29.5569 278.842 29.5426 0.1251 0.1643 0.0860 6.7445 3.3159  9 2017
278.868 29.5609 278.840 29.5466 0.1237 0.1439 0.1035 6.5987 3.3117  9 2017
278.866 29.5649 278.838 29.5508 0.1389 0.1981 0.0798 6.6252 3.4172  9 2017
278.864 29.5690 278.836 29.5549 0.0987 0.1567 0.0407 7.2586 3.3157  9 2017
278.861 29.5730 278.834 29.5591 0.1138 0.1518 0.0757 6.1751 3.1506  9 2017
278.859 29.5771 278.832 29.5632 0.1250 0.1712 0.0789 6.8697 3.1711  9 2017
278.857 29.5812 278.828 29.5716 0.1245 0.1757 0.0733 6.1959 3.1147  9 2017
278.855 29.5853 278.826 29.5758 0.1152 0.1441 0.0864 5.5277 2.9613  9 2017
278.853 29.5895 278.824 29.5796 0.1065 0.1271 0.0858 6.8129 3.1618  9 2017
278.851 29.5936 278.823 29.5837 0.1009 0.1305 0.0714 4.5824 2.8692  9 2017
278.849 29.5978 278.821 29.5879 0.0959 0.1254 0.0664 5.0273 3.1800  9 2017
278.847 29.6020 278.819 29.5922 0.1075 0.1455 0.0696 4.4846 2.8324  9 2017
278.845 29.6063 278.818 29.5964 0.1077 0.1519 0.0634 4.1718 2.8764  9 2017
278.843 29.6105 278.816 29.6003 0.1114 0.1547 0.0680 5.7269 2.8676  9 2017
278.842 29.6147 278.814 29.6039 0.0974 0.1612 0.0336 6.2561 2.8523  9 2017
278.840 29.6189 278.813 29.6079 0.1002 0.1491 0.0512 4.0819 2.8110  9 2017
278.838 29.6232 278.811 29.6117 0.1026 0.1604 0.0449 5.7574 2.5558  9 2017
278.836 29.6274 278.808 29.6197 0.0919 0.1510 0.0327 3.4235 2.4759  9 2017
278.834 29.6316 278.806 29.6239 0.1032 0.1404 0.0660 3.7585 2.3231  9 2017
278.833 29.6359 278.804 29.6280 0.0935 0.1557 0.0312 3.0194 2.1132  9 2017
278.831 29.6401 278.802 29.6322 0.1009 0.1392 0.0626 3.6758 2.4619  9 2017
278.829 29.6444 278.800 29.6363 0.1073 0.1715 0.0430 2.7048 2.0337  9 2017
278.828 29.6487 278.799 29.6403 0.1382 0.2318 0.0446 2.9814 2.1904  9 2017
278.826 29.6530 278.797 29.6444 0.1265 0.1604 0.0926 3.2567 2.8051  9 2017
278.824 29.6573 278.795 29.6486 0.1542 0.2341 0.0743 3.6796 2.6216  9 2017
278.823 29.6616 278.794 29.6528 0.1473 0.2232 0.0714 3.8462 2.7205  9 2017
278.821 29.6659 278.792 29.6570 0.1187 0.1813 0.0562 3.8461 2.8189  9 2017
278.820 29.6702 278.790 29.6612 0.0903 0.1255 0.0550 3.7564 2.5569  9 2017
278.818 29.6745 278.787 29.6695 0.1435 0.3022 0.0010 4.7688 2.2801  9 2017
278.817 29.6789 278.785 29.6736 0.0708 0.0829 0.0586 2.6879 2.0633  9 2017
278.816 29.6832 278.783 29.6778 0.0780 0.1008 0.0551 3.0751 2.5812  9 2017
278.814 29.6876 278.781 29.6821 0.0872 0.1165 0.0579 3.3253 2.5066  9 2017
278.811 29.7008 278.777 29.6946 0.0650 0.0741 0.0560 2.8992 2.1615  9 2017
278.810 29.7052 278.774 29.7023 0.0601 0.1055 0.0147 4.9538 2.2061  9 2017
278.808 29.7140 278.772 29.7102 0.0254 0.0373 0.0136 4.1631 2.8073  9 2017
278.807 29.7185 278.770 29.7140 0.0592 0.1015 0.0169 5.4570 2.5077  9 2017
278.807 29.7230 278.767 29.7204 0.0441 0.0505 0.0378 6.7087 2.7322  9 2017
278.806 29.7275 278.765 29.7242 0.0403 0.0548 0.0258 7.3487 2.5424  9 2017
278.805 29.7320 278.763 29.7282 0.0524 0.0604 0.0444 7.0519 2.8612  9 2017
278.806 29.7365 278.760 29.7359 0.0472 0.0591 0.0353 6.9216 2.8979  9 2017
278.806 29.7410 278.758 29.7399 0.0476 0.0550 0.0402 5.9754 2.7744  9 2017
278.806 29.7455 278.757 29.7435 0.0474 0.0600 0.0347 8.2307 2.9524  9 2017
278.806 29.7500 278.755 29.7474 0.0498 0.0605 0.0390 6.4914 3.0481  9 2017
278.807 29.7545 278.752 29.7551 0.0526 0.0698 0.0354 6.2374 3.2540  9 2017
278.808 29.7589 278.751 29.7591 0.0461 0.0585 0.0338 8.5350 3.1343  9 2017
278.809 29.7634 278.749 29.7632 0.0485 0.0620 0.0351 8.7023 3.1863  9 2017
278.809 29.7678 278.748 29.7674 0.0479 0.0631 0.0327 7.3975 3.1597  9 2017
278.811 29.7722 278.746 29.7747 0.0464 0.0652 0.0276 5.9150 3.2832  9 2017
278.812 29.7765 278.744 29.7785 0.0438 0.0593 0.0283 5.7641 3.4350  9 2017
278.813 29.7809 278.742 29.7858 0.0425 0.0561 0.0288 6.0179 3.3682  9 2017
278.815 29.7853 278.741 29.7894 0.0350 0.0475 0.0225 5.5757 3.2399  9 2017
278.816 29.7896 278.740 29.7963 0.0364 0.0474 0.0253 5.4081 3.1530  9 2017
278.817 29.7940 278.739 29.8005 0.0406 0.0576 0.0237 5.2831 3.1920  9 2017
278.819 29.7983 278.738 29.8047 0.0337 0.0503 0.0171 4.8937 3.1656  9 2017
